Cód. Artículo;Descripción;Desc. Adicional;Sinónimo;Código de Barras;Precio;Lista de precios;Fecha de última modificación;Art. carpeta nivel 1
23612;CAMPANILLA SUPER 15 CROMADA;220V DIRECT S/TRAFO;035;;32.106,0000;LISTA 1;31/1/2024;ABROND
23613;CAMPANILLA SUPER 15 CROAMDA;220V 12V C/TRAFO;036;;32.106,0000;LISTA 1;31/1/2024;ABROND
28092;CAMPANILLA SUPER 15 BCA;220V C/AUX TELEF;032;;32.106,0000;LISTA 1;31/1/2024;ABROND
28097;TRAFO Y BOBINA 220V 12V CEXR;;072;;10.944,0000;LISTA 1;31/1/2024;ABROND
25203;COLGANTE DALIA 1XE/27 ;;22496.;;463.050,0000;LISTA 1;14/12/2023;ACQUALUCE
25204;COLGANTE ATENAS 1XE/27 250MMM ;;22342.;;133.875,0000;LISTA 1;14/12/2023;ACQUALUCE
25205;COLGANTE BOSTON 3XG-9 - ;;;;385.875,0000;LISTA 1;14/12/2023;ACQUALUCE
25206;COLGANTE SOFIA VIDRIO COBRE ;;;;165.375,0000;LISTA 1;14/12/2023;ACQUALUCE
25207;COLGANTE COPA VIDRIO TRANSP.;;;;485.100,0000;LISTA 1;14/12/2023;ACQUALUCE
25273;COLGANTE CALA 4XE/27 VIDRIO;;22483.;;456.750,0000;LISTA 1;14/12/2023;ACQUALUCE
25274;COLGANTE BOSTON 6XG-9 - ;;;;771.750,0000;LISTA 1;14/12/2023;ACQUALUCE
25275;COLGANTE MALAGA 1XE/27 COBRE ;;22523.;;389.025,0000;LISTA 1;14/12/2023;ACQUALUCE
25276;COLGANTE MORA 3XE/27 VIDRIO ;;22444.;;299.250,0000;LISTA 1;14/12/2023;ACQUALUCE
25444;COLGANTE ATENAS 1XE/27 250MMM ;;22489.;;149.625,0000;LISTA 1;14/12/2023;ACQUALUCE
25445;COLGANTE CALA 4XE/27 VIDRIO ;;22506.;;491.400,0000;LISTA 1;14/12/2023;ACQUALUCE
25543;COLGANTE CUPPER 1XE/27  ;;;;253.575,0000;LISTA 1;14/12/2023;ACQUALUCE
25544;COLGANTE CUPPER 1XE/27  ;;;;355.950,0000;LISTA 1;14/12/2023;ACQUALUCE
25545;REPUESTO TULIPA VIDRIO BORA;;20739.;;23.735,0000;LISTA 1;14/12/2023;ACQUALUCE
25718;APLIQUE DOJA 1 XG-9 COBRE;;;;140.175,0000;LISTA 1;14/12/2023;ACQUALUCE
25879;REPUESTO TULIPA BOSTON GOTA ;;21246.;;54.337,0000;LISTA 1;14/12/2023;ACQUALUCE
25880;COLGANTE ENNA  6XG-9 LED ;;ACQ22434;;1.100.925,0000;LISTA 1;14/12/2023;ACQUALUCE
25881;COLGANTE YUCA 3XG-9 LED VIDRIO;;22445.;;393.750,0000;LISTA 1;14/12/2023;ACQUALUCE
26180;LAMP. DE MESA APPLE 1XE/27 ;;;;189.000,0000;LISTA 1;14/12/2023;ACQUALUCE
26181;LAMP. DE MESA APPLE 1XE/27 ;;23812.;;252.945,0000;LISTA 1;14/12/2023;ACQUALUCE
26859;REPUESTO TULIPA BOSTON ;;21246-;;93.082,0000;LISTA 1;14/12/2023;ACQUALUCE
26860;REPUESTO TULIPA CALA AMARILLO;;;;102.375,0000;LISTA 1;14/12/2023;ACQUALUCE
26861;COLGANTE GARDA LED 1X9W 250MM;;;;393.750,0000;LISTA 1;14/12/2023;ACQUALUCE
26862;COLGANTE GARDA LED 1X9W 300MM ;;;;453.600,0000;LISTA 1;14/12/2023;ACQUALUCE
21647;PORTALAMPARA DULUX 4 PINES ;C/CHIC. Y ESCUADRA;A115;;124,0000;LISTA 1;12/10/2022;AFD
26533;JUEGO DE ZOCALO SIMPLE CABLEAD;;A-1206/20;;212,0000;LISTA 1;25/4/2023;AFD
26534;FICHA ENCHUFE AL TUBO;;A-1205;;74,0000;LISTA 1;12/10/2022;AFD
30646;SOPORTE PARA TUBO FINO;;;;56,0000;LISTA 1;25/4/2023;AFD
5333;ZOCALO DE ARRIME;;510 AFD;5068;22,0000;LISTA 1;12/10/2022;AFD
5334;ZOCALO DE ARRIME ESCUADRA FIJA;;510/F;5069;519,0000;LISTA 1;25/4/2023;AFD
5336;ZOCALO FLEXIBLE SIMPLE;;A-1206;5071;82,0000;LISTA 1;12/10/2022;AFD
5338;ZOCALO PARA TUBO CIRCULAR;;A108;5073;109,0000;LISTA 1;25/4/2023;AFD
5344;SOPORTE P/LAMPARA DULUX/PL;;F55;5079;43,0000;LISTA 1;12/10/2022;AFD
5345;TRABA PARA LAMPARA FINO;;F22;5080;44,0000;LISTA 1;12/10/2022;AFD
5353;ZOCALO P/TUBO CIRCULAR ;DOBLE C/PORTARRANC.;A109;;114,0000;LISTA 1;25/4/2023;AFD
5359;PORTALAMP STD C/ESC 7,9,11W;;A101;5094;140,0000;LISTA 1;12/10/2022;AFD
17848;RIEL DIN 10CM;;AGHRDL04;;450,0000;LISTA 1;29/12/2023;AG METALURGICA
18844;CAJA DE DERIVACION 10X10X8;;AGHDEL201;;1.965,0000;LISTA 1;29/12/2023;AG METALURGICA
18845;CAJA DE DERIVACION 12X12X8;;AGHDEL203;;2.399,0000;LISTA 1;29/12/2023;AG METALURGICA
18846;CAJA DE DERIVACION 15X15X8;;AGHDEL204;;2.709,0000;LISTA 1;29/12/2023;AG METALURGICA
18847;CAJA DE DERIVACION 15X20X8;;AGHDEL205;;3.227,0000;LISTA 1;29/12/2023;AG METALURGICA
18848;CAJA DE DERIVACION 15X30X8;;AGHDEL207;;4.841,0000;LISTA 1;29/12/2023;AG METALURGICA
18849;CAJA DE DERIVACION 25X25X8;;AGHDEL213;;5.478,0000;LISTA 1;29/12/2023;AG METALURGICA
18850;CAJA DE DERIVACION 30X30X8;;AGHDEL215;;6.694,0000;LISTA 1;29/12/2023;AG METALURGICA
18851;CAJA DE DERIVACION 10X10X10;;AGHDEL301;;2.301,0000;LISTA 1;29/12/2023;AG METALURGICA
19002;CAJA DE DERIVACION 20X20X8;;AGHDEL209;;3.896,0000;LISTA 1;29/12/2023;AG METALURGICA
19003;CAJA DE DERIVACION 12X12X10;;AGHDEL303;;2.709,0000;LISTA 1;29/12/2023;AG METALURGICA
19004;CAJA DE DERIVACION 15X15X10;;AGHDEL304;;3.196,0000;LISTA 1;29/12/2023;AG METALURGICA
19005;CAJA DE DERIVACION 15X20X10;;AGHDEL305;;3.666,0000;LISTA 1;29/12/2023;AG METALURGICA
19006;CAJA DE DERIVACION 20X20X10;;AGHDEL309;;4.428,0000;LISTA 1;29/12/2023;AG METALURGICA
19007;CAJA DE DERIVACION 25X25X10;;AGHDEL313;;6.774,0000;LISTA 1;29/12/2023;AG METALURGICA
19008;CAJA DE DERIVACION 40X40X10;;AGHDEL317;;12.068,0000;LISTA 1;29/12/2023;AG METALURGICA
19808;CAJA DE DERIVACION 30X30X10;;AGHDEL315;;7.774,0000;LISTA 1;29/12/2023;AG METALURGICA
19809;CAJA DE DERIVACION 10X15X8;;AGHDEL202;;2.301,0000;LISTA 1;29/12/2023;AG METALURGICA
19847;CAJA DE DERIVACION 20X30X10;;AGHDEL311;;6.643,0000;LISTA 1;29/12/2023;AG METALURGICA
19848;CAJA DE DERIVACION 40X40X8;;AGHDEL217;;11.078,0000;LISTA 1;29/12/2023;AG METALURGICA
21310;CAJA DE DERIVACION 10X15X10;;AGHDEL302;;2.521,0000;LISTA 1;29/12/2023;AG METALURGICA
22078;CAJA RECTANG PROF.110X65X60 ;;AGHCLLRPP02;;749,0000;LISTA 1;29/12/2023;AG METALURGICA
22808;CAJA RECTANG PARA DURLOK;;AGHCLLRCS01;;287,0000;LISTA 1;29/12/2023;AG METALURGICA
22844;CAJA DE DERIVACION 10X10X5;;AGHDEL101;;1.827,0000;LISTA 1;29/12/2023;AG METALURGICA
23335;CAJA DE DERIVACION 30X40X10;;AGHDEL316;;11.954,0000;LISTA 1;29/12/2023;AG METALURGICA
27140;CAJA DE DERIVACION 30X40X8;;AGHDEL216;;8.886,0000;LISTA 1;29/12/2023;AG METALURGICA
5057-;TAPA CIEGA Hº OCT. GRANDE BCA.;;AGHTAL02;;149,0000;LISTA 1;29/12/2023;AG METALURGICA
5058-;TAPA CIEGA Hº CUADRADA 10X10;;AGHTAL03;;185,0000;LISTA 1;29/12/2023;AG METALURGICA
7074;"CONECTOR HIERRO ZINCADO 5/8""";;AGHCOL01;CHL-58;173,0000;LISTA 1;29/12/2023;AG METALURGICA
7075;"CONECTOR HIERRO ZINCADO 3/4""";;AGHCOL02;CHL-21;173,0000;LISTA 1;29/12/2023;AG METALURGICA
7076;"CONECTOR HIERRO ZINCADO 7/8""";;AGHCOL04;CH-78;320,0000;LISTA 1;29/12/2023;AG METALURGICA
7077;"CONECTOR HIERRO ZINCADO 1""";;AGHCOL05;CH-31;396,0000;LISTA 1;29/12/2023;AG METALURGICA
7078;"CONECTOR HIERRO ZINCADO 1 1/4""";;AGHCOL06;CH-41;848,0000;LISTA 1;29/12/2023;AG METALURGICA
7079;"CONECTOR HIERRO ZINCADO 1 1/2""";;AGHCOL07;CH-51;989,0000;LISTA 1;29/12/2023;AG METALURGICA
7080;"CONECTOR HIERRO ZINCADO 2""";;AGHCOL08;CH-61;1.278,0000;LISTA 1;29/12/2023;AG METALURGICA
8020;CAJA RECT P/EMB PERFORADA;;AGHCLLRN01;;227,0000;LISTA 1;29/12/2023;AG METALURGICA
8021;CAJA RECT P/EMB PERFORADA ;CON ALETAS;AGHCLLRM01;;240,0000;LISTA 1;29/12/2023;AG METALURGICA
8022;CAJA OCTOGONAL CH PERF. CH20;;AGHCLLOC01;;227,0000;LISTA 1;29/12/2023;AG METALURGICA
8023;CAJA OCTOG GRANDE PERF. CH20;;AGHCLLOG01;;560,0000;LISTA 1;29/12/2023;AG METALURGICA
8024;CAJA CUADR PERF. CH20 10X10;;AGHCLLCU01;;657,0000;LISTA 1;29/12/2023;AG METALURGICA
8025;CAJA MIGNON 5X5 PERFORADA CH20;;AGHCLLMN01;;227,0000;LISTA 1;29/12/2023;AG METALURGICA
8026;CAJA LOSA RADIANTE PERF CH20;;AGHCLLLR02;;1.392,0000;LISTA 1;29/12/2023;AG METALURGICA
8041;"GRAMPA OMEGA 5/8""";;AGHOML01;;32,0000;LISTA 1;29/12/2023;AG METALURGICA
8042;"GRAMPA OMEGA 3/4""";;AGHOML02;;38,0000;LISTA 1;29/12/2023;AG METALURGICA
8043;"GRAMPA OMEGA 7/8""";;AGHOML03;;49,0000;LISTA 1;29/12/2023;AG METALURGICA
8044;"GRAMPA OMEGA 1""";;AGHOML04;;64,0000;LISTA 1;29/12/2023;AG METALURGICA
8045;"GRAMPA OMEGA 1 1/4""";;AGHOML05;;112,0000;LISTA 1;29/12/2023;AG METALURGICA
8046;"GRAMPA OMEGA 1 1/2""";;AGHOML06;;139,0000;LISTA 1;29/12/2023;AG METALURGICA
8047;"GRAMPA OMEGA 2""";;AGHOML07;;193,0000;LISTA 1;29/12/2023;AG METALURGICA
8051;"1/2 GRAMPA OMEGA 5/8""";;AGHMOL01;;35,0000;LISTA 1;29/12/2023;AG METALURGICA
8052;"1/2 GRAMPA OMEGA 3/4""";;AGHMOL02;;40,0000;LISTA 1;29/12/2023;AG METALURGICA
8053;"1/2 GRAMPA OMEGA 7/8""";;AGHMOL03;;53,0000;LISTA 1;29/12/2023;AG METALURGICA
8054;"1/2 GRAMPA OMEGA 1""";;AGHMOL04;;71,0000;LISTA 1;29/12/2023;AG METALURGICA
8055;"1/2 GRAMPA OMEGA 1 1/4""";;AGHMOL05;;128,0000;LISTA 1;29/12/2023;AG METALURGICA
8056;"1/2 GRAMPA OMEGA 1 1/2""";ABCDEF;AGHMOL06;;155,0000;LISTA 1;29/12/2023;AG METALURGICA
8057;"1/2 GRAMPA OMEGA 2""";;AGHMOL07;;221,0000;LISTA 1;29/12/2023;AG METALURGICA
8063;"GANCHO DE CENTRO 1/4""";;AGHGAL02;;360,0000;LISTA 1;29/12/2023;AG METALURGICA
9024;TAPA CIEGA Hº OCT. CHICA 7X7;;AGHTAL01;;115,0000;LISTA 1;29/12/2023;AG METALURGICA
18616;TERMOCONTRAIBLE PARED MEDIA;;40/12;;601,0000;LISTA 1;25/4/2023;AISLANTES ELECTRICOS
18617;TERMOCONTRAIBLE PARED MEDIA ;;55/16;;716,0000;LISTA 1;25/4/2023;AISLANTES ELECTRICOS
25558;PROTECTOR HELADE/FREZEER 1500W;;PR3 MINI;;16.143,0000;LISTA 1;20/12/2023;ANTHAY ELECTRONICA
25559;PROTECTOR TV/AUDIO/GAMES 1500W;;PR4 MINI;;16.143,0000;LISTA 1;20/12/2023;ANTHAY ELECTRONICA
25560;PROTECTOR AA/CALEFACCION 2200W;;PR5 MINI;;17.587,0000;LISTA 1;20/12/2023;ANTHAY ELECTRONICA
25561;PROTECTOR DE TENSION 1500W ;C/RETARDO;LR1500;;15.356,0000;LISTA 1;20/12/2023;ANTHAY ELECTRONICA
25562;SENSOR MOV DE EXTERIOR 500W;;SME;;14.831,0000;LISTA 1;20/12/2023;ANTHAY ELECTRONICA
7795962100013;FOTOCONTROL PORTALAMPARAS 500W;;ER FAST;;9.712,0000;LISTA 1;20/12/2023;ANTHAY ELECTRONICA
7795962100037;FOTOCONTROL OCULTABLE 4 CABLES;;ER;;4.987,0000;LISTA 1;20/12/2023;ANTHAY ELECTRONICA
9741;FOTOCONTROL FIJO 4 CABLE 1500W;;F5;7795962101089;4.790,0000;LISTA 1;20/12/2023;ANTHAY ELECTRONICA
9745;ZOCALO NEMA P/FOTOCONTROL 10A;;Z100;;2.690,0000;LISTA 1;20/12/2023;ANTHAY ELECTRONICA
9746;FOTOCONTROL C/LUZ TESTIGO 10A;;ST100;;5.971,0000;LISTA 1;20/12/2023;ANTHAY ELECTRONICA
9747;FOTOCONTROL FIJO 3 CABLE 1500W;;F5 PROF;;4.790,0000;LISTA 1;20/12/2023;ANTHAY ELECTRONICA
9748;MEDIDOR CONSUMO/TENSION 2200W;;MC10;;21.112,0000;LISTA 1;1/11/2023;ANTHAY ELECTRONICA
9749;SENSOR DE MOVIMIENTO DE TECHO ;;SMT;;13.518,0000;LISTA 1;20/12/2023;ANTHAY ELECTRONICA
11184;AGP CABLE T/T 5X6;;T56NEMT;;8.662,0000;LISTA 1;16/1/2024;ARGENPLAS
11185;AGP CABLE PARALELO 2X2.5;;P250;;1.287,0000;LISTA 1;16/1/2024;ARGENPLAS
12856;AGP CABLE T/T 19X1.5;;T19150;;8.788,0000;LISTA 1;16/1/2024;ARGENPLAS
16878;AGP CABLE SUB 2X1.5;;S2150F;;1.376,0000;LISTA 1;16/1/2024;ARGENPLAS
16879;AGP CABLE SUB 2X2.5;;S2250F;;1.915,0000;LISTA 1;16/1/2024;ARGENPLAS
16880;AGP CABLE SUB 4X6;;S46F;;7.240,0000;LISTA 1;16/1/2024;ARGENPLAS
28337;AGP CABLE UNIP 1X1 ROJO;;U1RORO;;281,0000;LISTA 1;16/1/2024;ARGENPLAS
28338;AGP CABLE UNIP 1X1 CELESTE;;U1CERO;;281,0000;LISTA 1;16/1/2024;ARGENPLAS
28339;AGP CABLE UNIP 1X1 MARRON;;U1MARO;;281,0000;LISTA 1;16/1/2024;ARGENPLAS
28340;AGP CABLE UNIP 1X1 NGO;;U1NERO;;281,0000;LISTA 1;16/1/2024;ARGENPLAS
28341;AGP CABLE UNIP 1X1 V/A;;U1VARO;;281,0000;LISTA 1;16/1/2024;ARGENPLAS
28342;AGP CABLE UNIP 1X1 BCO;;U1BLRO;;281,0000;LISTA 1;16/1/2024;ARGENPLAS
28343;AGP CABLE UNIP 1X1.50 ROJO;;U150RORO;;370,0000;LISTA 1;16/1/2024;ARGENPLAS
28344;AGP CABLE UNIP 1X1.50 CELESTE;;U150CERO;;370,0000;LISTA 1;16/1/2024;ARGENPLAS
28345;AGP CABLE UNIP 1X1.50 MARRON;;U150MARO;;370,0000;LISTA 1;16/1/2024;ARGENPLAS
28346;AGP CABLE UNIP 1X1.50 NGO;;U150NERO;;370,0000;LISTA 1;16/1/2024;ARGENPLAS
28347;AGP CABLE UNIP 1X1.50 V/A;;U150VARO;;370,0000;LISTA 1;16/1/2024;ARGENPLAS
28348;AGP CABLE UNIP 1X1.50 BCO;;U150BLRO;;370,0000;LISTA 1;16/1/2024;ARGENPLAS
28349;AGP CABLE UNIP 1X2.50 ROJO;;U250RORO;;599,0000;LISTA 1;16/1/2024;ARGENPLAS
28350;AGP CABLE UNIP 1X2.50 CELESTE;;U250CERO;;599,0000;LISTA 1;16/1/2024;ARGENPLAS
28351;AGP CABLE UNIP 1X2.50 MARRON;;U250MARO;;599,0000;LISTA 1;16/1/2024;ARGENPLAS
28352;AGP CABLE UNIP 1X2.50 NGO;;U250NERO;;599,0000;LISTA 1;16/1/2024;ARGENPLAS
28353;AGP CABLE UNIP 1X2.50 V/A;;U250VARO;;599,0000;LISTA 1;16/1/2024;ARGENPLAS
28354;AGP CABLE UNIP 1X2.50 BCO;;U250BLRO;;599,0000;LISTA 1;16/1/2024;ARGENPLAS
28355;AGP CABLE UNIP 1X4 ROJO;;U4RORO;;963,0000;LISTA 1;16/1/2024;ARGENPLAS
28356;AGP CABLE UNIP 1X4 CELESTE;;U4CERO;;963,0000;LISTA 1;16/1/2024;ARGENPLAS
28357;AGP CABLE UNIP 1X4 MARRON;;U4MARO;;963,0000;LISTA 1;16/1/2024;ARGENPLAS
28358;AGP CABLE UNIP 1X4 NGO;;U4NERO;;963,0000;LISTA 1;16/1/2024;ARGENPLAS
28359;AGP CABLE UNIP 1X4 V/A;;U4VARO;;963,0000;LISTA 1;16/1/2024;ARGENPLAS
28360;AGP CABLE UNIP 1X4 BCO;;U4BLRO;;963,0000;LISTA 1;16/1/2024;ARGENPLAS
28361;AGP CABLE UNIP 1X6 ROJO;;U6RORO;;1.416,0000;LISTA 1;16/1/2024;ARGENPLAS
28362;AGP CABLE UNIP 1X6 CELESTE;;U6CERO;;1.416,0000;LISTA 1;16/1/2024;ARGENPLAS
28363;AGP CABLE UNIP 1X6 MARRON;;U6MARO;;1.416,0000;LISTA 1;16/1/2024;ARGENPLAS
28364;AGP CABLE UNIP 1X6 NGO;;U6NERO;;1.416,0000;LISTA 1;16/1/2024;ARGENPLAS
28365;AGP CABLE UNIP 1X6 V/A;;U6VARO;;1.416,0000;LISTA 1;16/1/2024;ARGENPLAS
28366;AGP CABLE UNIP 1X6 BCO;;U6BLRO;;1.416,0000;LISTA 1;16/1/2024;ARGENPLAS
28367;AGP CABLE UNIP 1X10 ROJO;;U-10ROMT;;2.443,0000;LISTA 1;16/1/2024;ARGENPLAS
28368;AGP CABLE UNIP 1X10 CELESTE;;U-10CEMT;;2.443,0000;LISTA 1;16/1/2024;ARGENPLAS
28370;AGP CABLE UNIP 1X10 NGO;;U-10NEMT;;2.443,0000;LISTA 1;16/1/2024;ARGENPLAS
28373;AGP CABLE UNIP 1X25 ROJO;;U-25ROMT;;6.265,0000;LISTA 1;16/1/2024;ARGENPLAS
28374;AGP CABLE UNIP 1X25 CELESTE;;U-25CEMT;;6.265,0000;LISTA 1;16/1/2024;ARGENPLAS
28375;AGP CABLE UNIP 1X25 MARRON;;U-25MAMT;;6.265,0000;LISTA 1;16/1/2024;ARGENPLAS
28376;AGP CABLE UNIP 1X25 NGO;;U-25NEMT;;6.265,0000;LISTA 1;16/1/2024;ARGENPLAS
28377;AGP CABLE UNIP 1X25 V/A;;U-25VAMT;;6.265,0000;LISTA 1;16/1/2024;ARGENPLAS
28378;AGP CABLE UNIP 1X25 BCO;;U-25BLMT;;2.148,0000;LISTA 1;4/12/2023;ARGENPLAS
28382;AGP CABLE UNIP 1X35 NGO;;U-35NEMT;;8.569,0000;LISTA 1;16/1/2024;ARGENPLAS
28385;AGP CABLE DESN 16 MM COBRE;;D16;;4.168,0000;LISTA 1;16/1/2024;ARGENPLAS
28386;AGP CABLE DESN 25 MM COBRE;;D25;;6.757,0000;LISTA 1;16/1/2024;ARGENPLAS
28387;AGP CABLE DESN 35 MM COBRE;;D35;;9.066,0000;LISTA 1;16/1/2024;ARGENPLAS
28388;AGP CABLE DESN 50 MM COBRE;;D50;;12.862,0000;LISTA 1;16/1/2024;ARGENPLAS
28389;AGP CABLE DESN 70 MM COBRE;;D70;;18.152,0000;LISTA 1;16/1/2024;ARGENPLAS
28390;AGP CABLE DESN 95 MM COBRE;;D95;;24.867,0000;LISTA 1;16/1/2024;ARGENPLAS
28391;AGP CABLE SOLDADURA 1X16 NEGRO;;SP16;;4.964,0000;LISTA 1;16/1/2024;ARGENPLAS
28392;AGP CABLE SOLDADURA 1X25 NEGRO;;SP25;;7.529,0000;LISTA 1;16/1/2024;ARGENPLAS
28393;AGP CABLE T/T 3X1.50;;T3150NEMT;;1.439,0000;LISTA 1;16/1/2024;ARGENPLAS
28403;AGP CABLE SUB 2X6;;S26F;;4.095,0000;LISTA 1;16/1/2024;ARGENPLAS
28404;AGP CABLE SUB 3X25+16;;S325NF;;25.701,0000;LISTA 1;16/1/2024;ARGENPLAS
28439;AGP CABLE PARALELO 2X0.75;;P75;;470,0000;LISTA 1;16/1/2024;ARGENPLAS
28440;AGP CABLE PARALELO 2X1.00;;P1;;564,0000;LISTA 1;16/1/2024;ARGENPLAS
28441;AGP CABLE PARALELO 2X1.5;;P150;;809,0000;LISTA 1;16/1/2024;ARGENPLAS
28442;AGP CABLE UNIP 1X16 ROJO;;U-16ROMT;;3.875,0000;LISTA 1;16/1/2024;ARGENPLAS
28443;AGP CABLE UNIP 1X16 CELESTE;;U-16CEMT;;3.875,0000;LISTA 1;16/1/2024;ARGENPLAS
28444;AGP CABLE UNIP 1X16 MARRON;;U-16MAMT;;3.875,0000;LISTA 1;16/1/2024;ARGENPLAS
28445;AGP CABLE UNIP 1X16 NGO;;U-16NEMT;;3.875,0000;LISTA 1;16/1/2024;ARGENPLAS
28446;AGP CABLE UNIP 1X16 V/A;;U-16VAMT;;3.875,0000;LISTA 1;16/1/2024;ARGENPLAS
28447;AGP CABLE UNIP 1X16 BCO;;U-16BLRO;;3.875,0000;LISTA 1;16/1/2024;ARGENPLAS
28519;AGP CABLE T/T 12X1;;T121;;3.696,0000;LISTA 1;16/1/2024;ARGENPLAS
28771;AGP CABLE SOLDADURA 1X35 NEGRO;;SP35;;10.287,0000;LISTA 1;16/1/2024;ARGENPLAS
28772;AGP CABLE SOLDADURA 1X50 NEGRO;;SP50;;15.130,0000;LISTA 1;16/1/2024;ARGENPLAS
28795;AGP CABLE SUB 3X4;;S34F;;3.974,0000;LISTA 1;16/1/2024;ARGENPLAS
28899;AGP CABLE SUB 2X4;;S24F;;2.922,0000;LISTA 1;16/1/2024;ARGENPLAS
28946;AGP CABLE T/T 5X1.50;;T5150NEMT;;2.398,0000;LISTA 1;16/1/2024;ARGENPLAS
28947;AGP CABLE T/T 4X1.50;;T4150NEMT;;1.890,0000;LISTA 1;16/1/2024;ARGENPLAS
28948;AGP CABLE T/T 3X1;;T31NEMT;;972,0000;LISTA 1;16/1/2024;ARGENPLAS
28949;AGP CABLE SUB 4X2.5;;S4250F;;3.318,0000;LISTA 1;16/1/2024;ARGENPLAS
28950;AGP CABLE P/BOMBA SUM 3X1.5;;B150;;1.829,0000;LISTA 1;16/1/2024;ARGENPLAS
28951;AGP CABLE T/T 7X1.50;;T7150NEMT;;3.237,0000;LISTA 1;16/1/2024;ARGENPLAS
28964;AGP CABLE T/T 4X6;;T46NEMT;;6.384,0000;LISTA 1;16/1/2024;ARGENPLAS
28965;AGP CABLE T/T 5X1;;T51NEMT;;1.631,0000;LISTA 1;16/1/2024;ARGENPLAS
28966;AGP CABLE T/T 3X2.50;;T3250NEMT;;2.306,0000;LISTA 1;16/1/2024;ARGENPLAS
28976;AGP CABLE SUB 3X1.5;;S3150F;;1.809,0000;LISTA 1;16/1/2024;ARGENPLAS
28977;AGP CABLE SUB 4X4;;S44F;;5.118,0000;LISTA 1;16/1/2024;ARGENPLAS
28978;AGP CABLE T/T 2X1.50;;T2150NEMT;;1.040,0000;LISTA 1;16/1/2024;ARGENPLAS
28979;AGP CABLE T/T 2X1;;T21NEMT;;714,0000;LISTA 1;16/1/2024;ARGENPLAS
28980;AGP CABLE T/T 2X2.50;;T2250NEMT;;1.624,0000;LISTA 1;16/1/2024;ARGENPLAS
28981;AGP CABLE T/T 2X4;;T24NEMT;;2.426,0000;LISTA 1;16/1/2024;ARGENPLAS
28982;AGP CABLE T/T 4X4;;T44NEMT;;4.610,0000;LISTA 1;16/1/2024;ARGENPLAS
29035;AGP CABLE T/T 2X6;;T26NEMT;;3.545,0000;LISTA 1;16/1/2024;ARGENPLAS
29218;AGP CABLE SUB 2X10;;S210F;;6.403,0000;LISTA 1;16/1/2024;ARGENPLAS
29245;AGP CABLE T/T 4X1;;T41NEMT;;1.283,0000;LISTA 1;16/1/2024;ARGENPLAS
29343;AGP CABLE T/T 4X2.5;;T4250NEMT;;3.020,0000;LISTA 1;16/1/2024;ARGENPLAS
29372;AGP CABLE SUB 5X4;;S54F;;6.474,0000;LISTA 1;16/1/2024;ARGENPLAS
29467;AGP CABLE UNIP 1X0.75 CELESTE;;U075CERO;;238,0000;LISTA 1;16/1/2024;ARGENPLAS
29468;AGP CABLE UNIP 1X0.75 NGO;;U075NERO;;238,0000;LISTA 1;16/1/2024;ARGENPLAS
29469;AGP CABLE UNIP 1X0.75 ROJO;;U075RORO;;238,0000;LISTA 1;16/1/2024;ARGENPLAS
29470;AGP CABLE UNIP 1X0.50 BCO;;U050BLRO;;213,0000;LISTA 1;16/1/2024;ARGENPLAS
29471;AGP CABLE UNIP 1X0.50 NGO;;U050NERO;;213,0000;LISTA 1;16/1/2024;ARGENPLAS
29831;AGP CABLE SUB 4X10;;S410F;;11.340,0000;LISTA 1;16/1/2024;ARGENPLAS
30059-;AGP CABLE P/BOMBA SUM 3X10;;B10;;9.271,0000;LISTA 1;16/1/2024;ARGENPLAS
30377;AGP CABLE SUB 4X1.5;;S4150F;;2.251,0000;LISTA 1;16/1/2024;ARGENPLAS
30572;AGP CABLE PREENSAM 2X25 ALUM;;PR225;;3.405,0000;LISTA 1;16/1/2024;ARGENPLAS
30716;AGP CABLE COMANDO SUB 10X1.50;;CS10150;;5.167,0000;LISTA 1;16/1/2024;ARGENPLAS
30786;AGP CABLE SUB 1X95;;S195F;;24.675,0000;LISTA 1;16/1/2024;ARGENPLAS
30787;AGP CABLE SUB 1X120;;S1120F;;32.079,0000;LISTA 1;16/1/2024;ARGENPLAS
30788;AGP CABLE SUB 1X240;;S1240F;;63.237,0000;LISTA 1;16/1/2024;ARGENPLAS
30869;AGP CABLE SUB 4X16;;S416F;;17.634,0000;LISTA 1;16/1/2024;ARGENPLAS
30870;AGP CABLE UNIP 1X0.75 BCO;;U075BCO;;238,0000;LISTA 1;16/1/2024;ARGENPLAS
30910;AGP CABLE P/BOMBA SUM 4X1.5;;B4150;;2.347,0000;LISTA 1;16/1/2024;ARGENPLAS
30937;AGP CABLE SUB 5X6;;S56F;;9.160,0000;LISTA 1;16/1/2024;ARGENPLAS
30941;AGP CABLE T/T 12X1.5;;T12150;;5.490,0000;LISTA 1;16/1/2024;ARGENPLAS
30942;AGP CABLE T/T 25X1.5;;T25150NEMT;;11.377,0000;LISTA 1;16/1/2024;ARGENPLAS
31071;AGP CABLE V CHATA 2X1.50;;CH2150BLRO;;992,0000;LISTA 1;16/1/2024;ARGENPLAS
31072;AGP CABLE V CHATA 2X2.50;;CH2250BLRO;;1.547,0000;LISTA 1;16/1/2024;ARGENPLAS
31073;AGP CABLE V CHATA 3X1.50;;CH3150BLRO;;1.344,0000;LISTA 1;16/1/2024;ARGENPLAS
